,target,input-data,num_char,num_words,num_sent,cleaned_text
992,0,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,73,20,2,ì ìï wan come lor din c stripe skirt
993,0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,31,4,xma stori peac msg love miracl jesu hav bless month ahead amp wish u merri
994,0,"I can't, I don't have her number!",33,11,1,nt number
995,0,Change again... It's e one next to escalator...,47,11,2,chang e escal
996,0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,72,20,2,yetund m class run water ok pl
997,0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,148,36,5,lot happen feel quiet beth aunt charli work helen mo
998,0,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,107,34,2,ì wait bu stop aft ur lect lar dun c car come n pick
999,0,"Aight will do, thanks again for comin out",41,9,1,aight thank comin
1000,0,No..but heard abt tat..,23,7,1,nobut heard abt tat
1003,0,&lt;#&gt;  am I think? Should say on syllabus,45,12,3,ltgt think syllabu
1004,0,Umma. Did she say anything,26,6,2,umma
1005,0,Give me a sec to think think about it,37,9,1,sec think
1006,1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,150,25,4,panason bluetoothhdset free nokia motorola doublemin doubletxt orang contract mobileupd optout
1007,0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,132,36,4,nt know hold cud pick bout pm pub
1008,0,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,14,1,poyyarikaturkolathupalayamunjalur posterod di ltgt
1009,0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,24,1,dear heroi leav qatar tonit apt opportunitypl touch ltemailgt kerala
1010,0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93,21,1,lol mom fit tell famili crazi terribl
1011,0,"I just got home babe, are you still awake ?",43,11,1,got home babe awak
1012,0,I dunno they close oredi not... ÌÏ v ma fan...,46,12,1,dunno close oredi ìï v ma fan
1013,0,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,15,3,buy pizza meat lover suprem u pick
1014,0,"Ya, told..she was asking wats matter?",37,10,1,ya toldsh ask wat matter
1015,0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,23,1,dearregret cudnt pick calldrov frm ctla cochin homeleft mobil carent style ishtamayoohappi bakrid
1016,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,33,3,free st week nokia tone ur mob txt txting tell mate wwwgetzedcouk pobox wwq normpton
1017,0,Shall i send that exe to your mail id.,38,10,1,shall send exe mail d
1018,0,Nope watching tv at home... Not going out. V bored...,53,13,3,nope watch tv home go v bore
1019,0,Don know..wait i will check it.,31,9,2,don knowwait check
1020,0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,48,4,good afternoon gloriou anniversari day sweet j hope find happi content prey think send tea kiss sea coax imag fond souveni cougarpen
1021,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,156,30,4,guess somebodi know secretli fanci wanna find landlin dateboxessexcmxn pmin
1022,0,We still on for tonight?,24,6,1,tonight
1023,0,May i call You later Pls,24,6,1,later pl
1024,0,Hasn't that been the pattern recently crap weekends?,52,10,1,nt pattern recent crap weekend
1025,0,I have a sore throat. It's scratches when I talk,48,12,2,sore throat scratch talk
1026,0,Yes da. Any plm at ur office,28,8,2,ye da plm ur offic
1027,0,Are you not around or just still asleep? :V,43,11,2,asleep v
1028,0,"Lol you forgot it eh ? Yes, I'll bring it in babe",49,14,2,lol forgot eh ye ill bring babe
1029,0,"Its good, we'll find a way",26,8,1,good find way
1030,0,Can not use foreign stamps in this country. Good lecture .,58,12,2,use foreign stamp countri good lectur
1031,0,Yup bathe liao...,17,4,1,yup bath liao
1032,0,HAPPY NEW YEAR MY NO.1 MAN,26,6,1,happi new year man
1033,0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127,35,4,oh mr sheffield wanna play game okay bos m nanni rais ill
1034,0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,22,2,zoe hit m fuck shitin il defo tri hardest cum morow luv u million lekdog
1035,0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,37,6,hello babi mom set comput fill belli goe loverboy miss sigh
1036,0,"No my blankets are sufficient, thx",34,7,1,blanket suffici thx
1037,0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,30,2,naughti littl thought better flirt n love gettin hurt gud nyt
1038,0,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",143,31,2,edison rightli said fool ask question wise man answer know speechless viva gm
1039,0,They just talking thats it de. They wont any other.,51,14,2,talk s de wo nt
1040,0,Today am going to college so am not able to atten the class.,60,14,1,today go colleg abl atten class
1041,0,I'm in class. Will holla later,30,8,2,m class holla later
1043,0,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,103,28,3,mmm s better got roast iåõd b drink good indian
1044,1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,22,4,know fanci find pobox lshb p
1045,0,"Come round, it's . ",19,6,1,come round
1046,0,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",114,26,2,thing chang sentenc want concentr educ career m leav
1047,1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,27,2,s flirt txt girl bloke ur age eg zoe join chat
1048,0,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,78,22,1,walk hour c u doesnåõt care y wo nt believ m
1049,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,28,3,day euro kickoff u kept inform latest news result daili unsubscrib send stop
1050,0,Are you available for soiree on June 3rd?,41,9,1,avail soire june rd
1051,0,Do u noe wat time e place dat sells 4d closes?,46,12,1,u noe wat time e place dat sell d close
1052,0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136,28,3,got job hospit data analysi start monday sure thesi finish
1053,0,Jay's getting really impatient and belligerent,46,7,1,jay get impati belliger
1054,0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,39,5,hiya comin bristol st week april le got rudi new yr eve snoringthey drunk u bak colleg work send ink bath
1055,0,I'm at work. Please call,24,7,2,m work
1056,0,Then u drive lor.,17,5,1,u drive lor
1057,0,Ard 515 like dat. Y?,20,7,2,ard like dat y
1058,0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,21,2,tell femal v throw decid
1059,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,153,34,3,eastend tv quiz flower dot compar d violet e tulip f lili txt chanc win cash wkentp
1060,0,I'm working technical support :)voice process.networking field.,63,10,1,m work technic support voic processnetwork field
1061,0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,31,2,come kerala daysso prepar leav finalis nt plan travel visitne finish urgent work
1062,0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,31,5,ok sure time tho librari class tri point good eve
1063,1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,28,3,new local date area lot peopl regist repli start wwwflirtpartyu
1064,0,"That's fine, I'll bitch at you about it later then",50,13,1,s fine ill bitch later
1065,0,No my mum went 2 dentist.,25,7,1,mum went dentist
1066,0,Once free call me sir. I am waiting for you.,44,12,2,free sir wait
1067,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,17,2,meet u work tel shall tomorrow
1068,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,29,5,u know ask date servic contact nt guess reveal po box m wu
1069,0,Jus finish bathing...,21,4,1,ju finish bath
1070,0,"alright, I'll make sure the car is back tonight",47,11,1,alright ill sure car tonight
1071,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,157,31,5,urgent tri contact u today draw show won prize guarante land line claim c validhr
1072,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,20,3,dear uve invit xchat final attempt contact u txt chat
1073,0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,135,31,4,lul m gettin juici gossip hospit nurs talk fat think s obes oyea
1074,0,Aight ill get on fb in a couple minutes,39,9,1,aight ill fb coupl minut
1075,0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,23,5,oi ami parchi na kicchu kaaj kort iccha korch phone ta tul plz
1076,0,Where can download clear movies. Dvd copies.,44,9,2,download clear movi dvd copi
1077,0,"Yep, by the pretty sculpture",28,6,1,yep pretti sculptur
1078,0,Convey my regards to him,24,5,1,convey regard
1079,0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,14,2,watch surya movi pm vijay pokkiri
1080,0,You tell what happen dont behave like this to me. Ok no need to say,67,17,2,tell happen nt behav like ok need
1081,0,Can u get pic msgs to your phone?,33,9,1,u pic msg phone
1082,0,Send to someone else :-),24,5,1,send
1083,0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,29,1,wat make peopl dearer de happi dat u feel meet pain miss dem
1084,0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,910,187,7,love start attractioni feel need time mesh thing come thoughtsi day end hersh dreamlov breath namemi life happen hermi name heri cri herwil happi sorrowsi readi fight craziest herlov nt proov girl beauti ladi planeti sing prais make chicken curri maki sambarlif thenwil morn thank god mei like lotwil tell later
1085,0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",158,43,5,frndship like needl clock v r d nt abl met evn meetitz second bt alwi stay conect gud t
1086,0,I don't think he has spatula hands!,35,9,1,nt think spatula hand
1087,0,You can never do NOTHING,24,5,1,
1088,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,153,32,9,award sipix digit camera landlin deliveri day t c box mbp yr warranti ppm p
1089,0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,53,12,1,goodmorn today late ltdecimalgt min
1090,1,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,147,26,3,win urgent mobil number award prize guarante land line claim valid hr ppm
1091,0,Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,17,2,da mistak sorri pl goto doctor
1092,0,Where r we meeting?,19,5,1,r meet
1093,0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",188,44,5,weather cali great complex need car freeli tax outrag place sad miss home
1094,0,Now only i reached home. . . I am very tired now. . I will come tomorro,71,19,3,reach home tire come tomorro
1095,0,Ryder unsold.now gibbs.,23,4,1,ryder unsoldnow gibb
1096,1,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,142,28,3,dear subscrib ur draw gift voucher b enter receipt correct an elvi presley birthday txt answer
1097,0,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,160,38,5,nt fret ill buy ovul test strip send wo til like march postal addressul alrightokay
1098,0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,73,18,2,gift tri throw cliff
1099,0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106,25,4,ne thing interest good birthday u wrking nxt start uni today
1100,0,You busy or can I come by at some point and figure out what we're doing tomorrow,80,18,1,busi come point figur tomorrow
1101,0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",105,22,2,yeah bore depress sittin waitin phone ring hope wind drop scari
1102,0,Black shirt n blue jeans... I thk i c Ì_...,43,13,3,black shirt n blue jean thk c ì
1103,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,68,16,2,aiyah sorri lor watch tv forgot check phone
1104,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,159,27,3,messag import inform o user today lucki day find log httpwwwurawinnercom fantast surpris await
1105,0,on hen night. Going with a swing,32,8,2,hen night go swing
1106,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",159,39,8,good afternoon love goe day woke earli onlin wait hmmm italian boy grin
1107,0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,29,1,smoke time ve week call text want
1108,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,27,4,ll headach tri figur u trust math promis o
1109,0,S s..first time..dhoni rocks...,31,9,1,s sfirst timedhoni rock
1110,0,Ok ill tell the company,23,5,1,ok ill tell compani
1111,0,"Awesome, think we can get an 8th at usf some time tonight?",58,14,1,awesom think th usf time tonight
1112,0,So that means you still think of teju,37,8,1,mean think teju
1113,0,"No I'm good for the movie, is it ok if I leave in an hourish?",61,18,1,m good movi ok leav hourish
1114,0,No no:)this is kallis home ground.amla home town is durban:),60,11,1,nothi kalli home groundamla town durban
1115,0,So lets make it saturday or monday as per convenience.,54,11,1,let saturday monday conveni
1116,0,Hey... What time is your driving on fri? We go for evaluation on fri?,69,17,2,hey time drive fri evalu
1117,1,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",70,14,2,won price claim
1118,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,72,19,2,m go lunch wif famili aft dat str orchard lor
1119,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156,34,4,bore speed date tri speedchat txt nt like em swap new chatter chat poboxwwq pmsg rcd
1120,0,Cancel cheyyamo?and get some money back?,40,7,1,cancel cheyyamoand money
1121,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153,29,1,want anytim network min text new video phone pound week repli deliveri tomorrow
1122,0,Ok.ok ok..then..whats ur todays plan,36,9,1,okok okthenwhat ur today plan
1123,0,Good morning princess! How are you?,35,8,2,good morn princess
1124,0,Aiyar sorry lor forgot 2 tell u...,34,8,1,aiyar sorri lor forgot tell u
1125,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,32,3,take mobil survey yesterday text use wish txt send tc wwwtxtcom p
1126,0,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,79,19,3,tonight mate catch sleep new number way
1127,0,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",114,28,1,height oh shit situat guy throw luv letter gal fall brother head s gay
1128,1,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,105,25,1,ur hmv quiz cashbal current maxim cashin send pmsg
1129,0,"So check your errors and if you had difficulties, do correction.",64,13,1,check error difficulti correct
1130,0,Howz pain?hope u r fine..,25,6,1,howz painhop u r fine
1134,0,U wake up already? Thanx 4 e tau sar piah it's quite nice.,58,16,2,u wake thanx e tau sar piah nice
1135,0,K do I need a login or anything,31,8,1,k need login
1136,1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,120,22,2,nt forget place free request stchoicecouk wish inform
1137,0,LOL ... No just was busy,24,6,2,lol busi
1138,0,What * u wearing?,17,5,1,u wear
1140,0,Oh:)as usual vijay film or its different?,41,8,1,oha usual vijay film differ
1141,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,44,5,nt know u send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
1142,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,19,2,good day busi tomorrow night
1143,0,And is there a way you can send shade's stuff to her. And she has been wonderful too.,85,21,2,way send shade stuff wonder
1144,0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,29,5,tot ur paper end long ago wat u copi ju got use happi lar haf studi
1145,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",115,21,3,thank winner notifi sm good luck futur market repli stop custom servic
1146,0,Babe ? I lost you ... :-(,25,7,2,babe lost
1147,0,Ok... Help me ask if she's working tmr a not?,45,13,1,ok help ask s work tmr
1148,0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,18,3,m drive rain ill caught e mrt station lor
1149,0,Not a drop in the tank,22,6,1,drop tank
1150,0,(That said can you text him one more time?),43,12,1,said text time
1152,0,Ok i go change also...,22,6,1,ok chang
1153,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),140,35,3,s girl local u r virgin readi fil ur sexual need their text cute m
1154,0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72,17,2,u find sitter kaitlyn sick slept day yesterday
1155,0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",91,20,1,sorri man accident left phone silent night nt check til got
1156,0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,17,1,hey came min think wun sign tmr hee
1157,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,140,33,4,s adult learn experi real danger nt like peep drug need comment
1158,0,Hey! There's veggie pizza... :/,31,8,2,hey s veggi pizza
1159,0,Yun buying... But school got offer 2000 plus only...,52,11,2,yun buy school got offer plu
1160,0,You sure your neighbors didnt pick it up,40,9,1,sure neighbor nt pick
1161,0,K. I will sent it again,23,6,1,k sent
1164,0,Well. Im computerless. Time to make some oreo truffles,54,12,3,m computerless time oreo truffl
1165,0,"Haha yeah I see that now, be there in a sec",43,12,3,haha yeah sec
1166,0,I am not having her number sir,30,7,1,have number sir
1167,0,Lol now I'm after that hot air balloon!,39,10,1,lol m hot air balloon
1168,0,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,19,3,ok bu come soon tomorrow
1169,0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,146,34,3,msg r time passthey silent think u right make moment gd ntswt drm shesil
1170,0,"Yeah, we can probably swing by once my roommate finishes up with his girl",73,15,1,yeah probabl swing roommat finish girl
1171,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",159,38,3,got take wrc ralli oz u lucozad energi text le p pack lucozadecoukwrc itcould
1172,0,Happy new years melody!,23,5,1,happi new year melodi
1173,0,ÌÏ dun need to pick ur gf?,26,8,1,ìï dun need pick ur gf
1174,0,Yay! You better not have told that to 5 other girls either.,59,14,2,yay better told girl
1175,0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,150,38,5,horribl u eat mac forgot abt rite long repli thk toot b prepar wat shall
1176,0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167,41,1,fantast chanc need bigger life lift lose live think person die n v q
1177,0,Just nw i came to hme da..,26,8,1,nw came hme da
1178,0,"I'm outside islands, head towards hard rock and you'll run into me",66,15,1,m outsid island head hard rock ll run
1179,0,To day class is there are no class.,35,9,1,day class
1180,0,I'm in chennai velachery:),26,6,1,m chennai velacheri
1181,0,You flippin your shit yet?,26,6,1,flippin shit
1182,0,"K give me a sec, breaking a  &lt;#&gt;  at cstore",49,15,1,k sec break ltgt cstore
1183,0,Am i that much bad to avoid like this?,38,10,1,bad avoid like
1184,0,"Yo, you around? Just got my car back",36,10,2,yo got car
1185,0,Annoying isn't it.,18,5,1,annoy nt
1186,0,"Goodmorning, Today i am late for  &lt;#&gt; min.",48,13,1,goodmorn today late ltgt min
1187,0,There's no point hangin on to mr not right if he's not makin u happy,68,17,1,s point hangin mr right makin u happi
1188,0,All will come alive.better correct any good looking figure there itself..,73,12,1,come alivebett correct good look figur
1189,0,In that case I guess I'll see you at campus lodge,49,12,1,case guess ill campu lodg
1190,0,We're done...,13,4,1,
1191,0,Come to my home for one last time i wont do anything. Trust me.,63,17,2,come home time wo nt trust
1192,0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,133,30,2,night worri appt shame miss girl quizz popcorn hair
1193,1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,155,36,5,sex ur mobil free sexi pic jordan text babe wk celeb pocketbabecouk
1194,0,Ok... C ya...,13,5,1,ok c ya
1195,1,You have 1 new voicemail. Please call 08719181503,49,9,2,new voicemail
1196,0,What he said is not the matter. My mind saying some other matter is there.,74,17,2,said matter mind say
1198,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",138,33,2,al moan n e thin goe wrong faultal de argument r faultf himso y bother hav thanxxx
1199,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164,39,1,neft transact refer number ltgt r ltdecimalgt credit beneficiari account lttimegt
1200,0,Otherwise had part time job na-tuition..,40,9,1,time job natuit
1201,0,I know she called me,20,5,1,know call
1202,0,"Me also da, i feel yesterday night  wait til 2day night dear.",61,15,1,da feel yesterday night wait til day dear
1203,0,Thanks for understanding. I've been trying to tell sura that.,61,13,2,thank understand ve tri tell sura
1204,1,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,147,30,1,win year suppli cd store ur choic worth enter weekli draw txt music tsc wwwldewcomsubswinppmx
1205,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,130,27,3,car appreci dad have map read semi argument apart thing go ok p
1206,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",148,38,4,sim subscrib select receiv bonu deliv door txt word ok claim pmsg exp apr
1207,0,I need you to be in my strong arms...,37,10,1,need strong arm
1208,0,Also maaaan are you missing out,31,6,1,maaaan miss
1209,0,His bday real is in april .,27,7,1,bday real april
1210,0,Guessin you ain't gonna be here before 9?,41,11,1,guessin ai nt gon na
1211,0,Ok then i will come to ur home after half an hour,49,12,1,ok come ur home half hour
1212,0,"Yo, the game almost over? Want to go to walmart soon",52,13,2,yo game want walmart soon
1213,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",124,31,2,yeah probabl sure ilol let u know person wuldnt bother ur goin mite
1214,0,I'll text now! All creepy like so he won't think that we forgot,63,16,2,ill text creepi like wo nt think forgot
1215,0,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",85,20,2,good ill phone tomo lunchtim shall organis
1216,1,You have 1 new voicemail. Please call 08719181513.,50,10,2,new voicemail
1217,0,"Damn, can you make it tonight or do you want to just wait til tomorrow",70,16,1,damn tonight want wait til tomorrow
1218,0,K..k..i'm also fine:)when will you complete the course?,55,13,1,kkim finewhen complet cours
1219,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",119,30,4,true passabl high score appli phd year salari make life easier
1220,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,38,7,nokia tone ur mob week txt nok st free txtin tell friend ptone repli hl info
1221,0,Prakesh is there know.,22,5,1,prakesh know
1222,0,Teach me apps da. When you come to college.,43,11,2,teach app da come colleg
1223,0,Rofl betta invest in some  anti aging products,46,9,1,rofl betta invest anti age product
1225,0,"sir, you will receive the account no another 1hr time. Sorry for the delay.",75,17,2,sir receiv account hr time sorri delay
1226,1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,159,23,1,repli address receiv post week complet free accommod global locat wwwphbcom php
1227,0,So Ì_'ll be submitting da project tmr rite?,43,9,1,ìll submit da project tmr rite
1228,1,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,123,23,3,free entri weekli comp send word enter tc wwwtextcompcom cust care
1229,0,Jus ans me lar. U'll noe later.,31,9,2,ju an lar ull noe later
1230,0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,76,20,1,want send sell fast ltgt k easi money
1231,0,have got * few things to do. may be in * pub later.,51,15,2,got thing pub later
1232,0,1's finish meeting call me.,27,7,1,s finish meet
1233,0,Lol ok. I'll snatch her purse too.,34,10,2,lol ok ill snatch purs
1234,0,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",129,25,2,hellodrivbyquit edrunk sorri iff pthi make senrddnot dancc drum n basqihav fun nhite x ro xxxxxxx
1236,0,How much are we getting?,24,6,1,get
1237,0,Is ur paper in e morn or aft tmr?,33,10,1,ur paper e morn aft tmr
1238,0,"Dear relieved of westonzoyland, all going to plan this end too!",63,13,1,dear reliev westonzoyland go plan end
1239,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,96,22,3,hope have great new semest wish best
